tconst	averageRating	numVotes
tt0017271	7.5	1199
tt0017272	7.2	33
tt0017279	7.0	32
tt0017280	6.0	56
tt0017291	5.9	38
tt0017292	6.7	127
tt0017293	7.0	181
tt0017300	6.5	25
tt0017304	5.6	20
tt0017305	6.8	95
tt0017307	6.8	15
tt0017309	4.9	48
tt0017311	7.1	68
tt0017316	7.2	33
tt0017321	4.4	34
tt0017324	5.3	15
tt0017325	6.1	21
tt0017326	6.6	28
tt0017327	4.8	17
tt0017328	6.8	56
tt0017329	6.3	245
tt0017330	5.4	18
tt0017335	4.6	11
tt0017338	6.0	133
tt0017339	4.2	23
tt0017340	4.4	31
tt0017347	6.3	351
tt0017349	4.0	12
tt0017350	7.6	1909
tt0017353	5.2	23
tt0017354	6.2	211
tt0017355	5.1	66
tt0017356	5.4	19
tt0017358	2.2	19
tt0017366	5.5	22
tt0017367	6.8	27
tt0017372	6.5	246
tt0017374	6.1	196
tt0017376	7.2	576
tt0017378	6.6	393
tt0017379	6.8	18
tt0017380	6.4	70
tt0017382	6.7	314
tt0017384	5.2	22
tt0017385	6.2	41
tt0017386	2.6	26
tt0017388	5.2	18
tt0017399	5.9	32
tt0017400	5.2	20
tt0017401	7.0	196
tt0017405	6.0	573
tt0017406	5.4	20
tt0017408	5.4	21
tt0017409	7.1	728
tt0017410	6.5	232
tt0017411	7.0	20
tt0017414	7.3	92
tt0017416	6.6	2091
tt0017418	6.9	157
tt0017419	6.2	299
tt0017421	5.8	32
tt0017422	6.5	21
tt0017423	7.3	1434
tt0017431	5.6	21
tt0017432	5.6	93
tt0017433	5.3	40
tt0017437	6.6	937
tt0017438	6.8	754
tt0017441	5.5	21
tt0017442	5.7	25
tt0017443	6.3	13
tt0017448	7.1	2661
tt0017449	6.9	1324
tt0017451	4.3	36
tt0017454	6.0	17
tt0017457	7.7	86
tt0017462	4.9	52
tt0017463	7.5	1456
tt0017465	5.4	23
tt0017476	4.8	22
tt0017477	5.8	25
tt0017479	7.1	33
tt0017480	6.9	906
tt0017483	6.3	805
tt0017486	5.7	23
tt0017492	6.8	94
tt0017493	6.6	18
tt0017498	7.1	69
tt0017502	6.4	23
tt0017504	4.8	25
tt0017505	6.3	21
tt0017506	7.0	81
tt0017507	5.6	21
tt0017508	6.9	100
tt0017513	7.3	30
tt0017515	6.5	19
tt0017516	6.5	10
tt0017518	6.7	21
tt0017519	6.7	175
tt0017523	5.4	13
tt0017525	5.8	119
tt0017526	6.5	35
tt0017527	5.2	15
tt0017530	5.1	20
tt0017531	7.1	153
tt0017532	5.5	48
tt0017533	4.2	19
tt0017534	6.6	1947
tt0017537	4.6	120
tt0017539	6.6	138
tt0017540	6.8	458
tt0017541	6.1	38
tt0017544	5.6	23
tt0017545	4.5	29
tt0017548	3.1	33
tt0017551	6.7	14
tt0017553	3.2	25
tt0017554	5.7	29
tt0017557	5.6	19
tt0017558	6.0	23
tt0017560	7.2	121
tt0017562	7.2	36
tt0017566	2.6	26
tt0017567	6.9	921
tt0017569	4.2	22
tt0017575	6.7	63
tt0017578	7.0	72
tt0017584	6.7	136
tt0017585	6.3	78
tt0017586	7.4	54
tt0017587	5.8	15
tt0017588	4.1	27
tt0017593	7.3	84
tt0017594	6.1	35
tt0017595	6.5	13
tt0017599	6.8	20
tt0017600	6.3	24
tt0017601	5.3	22
tt0017602	5.4	39
tt0017603	5.4	21
tt0017604	5.6	57
tt0017605	5.6	23
tt0017606	6.2	27
tt0017607	5.3	22
tt0017608	5.3	24
tt0017609	4.9	224
tt0017610	5.1	30
tt0017611	6.2	23
tt0017612	4.4	109
tt0017613	5.5	22
tt0017614	5.7	23
tt0017615	6.3	22
tt0017616	5.3	20
tt0017618	6.1	387
tt0017619	8.7	370
tt0017621	6.2	413
tt0017623	5.9	80
tt0017626	7.0	61
tt0017631	3.4	7
tt0017632	6.5	426
tt0017634	6.3	35
tt0017637	6.7	38
tt0017652	6.5	25
tt0017653	7.0	331
tt0017655	4.2	21
tt0017656	1.0	16
tt0017660	5.6	25
tt0017662	7.0	237
tt0017663	7.4	12
tt0017664	7.1	1432
tt0017667	7.0	887
tt0017668	7.6	4703
tt0017671	5.7	20
tt0017673	3.8	18
tt0017676	7.3	30
tt0017682	4.9	35
tt0017683	6.0	17
tt0017685	6.1	18
tt0017687	6.6	13
tt0017688	6.4	17
tt0017692	5.6	27
tt0017698	7.0	25
tt0017701	6.5	18
tt0017703	5.4	49
tt0017706	5.6	67
tt0017707	5.7	15
tt0017714	6.2	15
tt0017715	5.2	13
tt0017724	3.2	8
tt0017726	6.2	164
tt0017727	5.9	13
tt0017729	6.0	618
tt0017731	5.1	48
tt0017735	6.8	334
tt0017736	7.1	249
tt0017738	6.0	33
tt0017739	7.1	3250
tt0017742	4.4	23
tt0017743	6.9	1086
tt0017744	5.9	716
tt0017747	4.7	32
tt0017748	6.9	139
tt0017750	7.3	518
tt0017751	6.5	380
tt0017752	6.2	26
tt0017755	6.4	10
tt0017757	6.1	26
tt0017760	4.4	9
tt0017764	6.2	10
tt0017765	7.0	5357
tt0017766	4.9	31
tt0017767	6.2	14
tt0017768	5.0	9
tt0017772	6.3	21
tt0017774	5.2	11
tt0017775	7.0	2239
tt0017776	7.1	13
tt0017778	6.2	91
tt0017779	4.1	16
tt0017788	7.1	14
tt0017793	5.0	17
tt0017794	5.8	21
tt0017796	5.8	11
tt0017802	4.5	33
tt0017804	5.9	30
tt0017805	3.8	30
tt0017806	5.0	59
tt0017809	7.1	788
tt0017811	2.5	18
tt0017812	6.5	103
tt0017813	6.8	1071
tt0017816	4.2	19
tt0017822	6.5	91
tt0017823	6.6	18
tt0017825	6.0	2933
tt0017828	4.8	10
tt0017829	7.5	101
tt0017832	5.4	277
tt0017835	4.0	23
tt0017836	6.5	964
tt0017839	7.0	70
tt0017841	7.1	152
tt0017843	5.5	3000
tt0017844	6.6	32
tt0017847	6.2	59
tt0017850	7.5	122
tt0017855	6.3	100
tt0017858	6.6	31
tt0017859	6.7	23
tt0017860	5.7	750
tt0017863	2.0	18
tt0017865	3.7	38
tt0017866	5.4	54
tt0017868	6.2	136
tt0017869	6.5	76
tt0017870	6.4	240
tt0017871	6.5	1008
tt0017877	6.3	76
tt0017882	6.4	27
tt0017883	5.8	21
tt0017886	6.2	269
tt0017888	5.5	9
tt0017889	6.8	46
tt0017891	5.5	21
tt0017893	5.9	641
tt0017894	6.2	30
tt0017895	1.3	16
tt0017896	5.7	40
tt0017898	4.8	79
tt0017899	5.9	129
tt0017902	5.0	17
tt0017910	1.4	16
tt0017911	6.2	21
tt0017912	6.6	11
tt0017913	2.4	20
tt0017916	5.6	9
tt0017917	6.7	25
tt0017918	7.1	359
tt0017919	6.3	14
tt0017921	3.8	17
tt0017923	5.6	10
tt0017925	8.1	96304
tt0017926	7.0	42
tt0017928	6.5	248
tt0017929	6.6	93
tt0017930	7.0	61
tt0017935	7.2	22
tt0017936	7.4	68
tt0017937	5.8	24
tt0017938	6.9	946
tt0017941	7.8	6
tt0017944	5.6	83
tt0017946	5.3	41
tt0017947	7.2	36
tt0017949	6.0	282
tt0017952	7.3	20
tt0017954	6.0	154
tt0017956	5.2	14
tt0017957	6.8	20
tt0017958	5.5	42
tt0017960	6.0	26
tt0017961	7.3	1178
tt0017962	4.8	24
tt0017964	5.9	33
tt0017967	7.1	135
tt0017968	5.8	17
tt0017970	6.2	16
tt0017973	5.5	23
tt0017976	5.1	17
tt0017979	5.8	87
tt0017990	5.8	23
tt0017995	5.8	42
tt0017998	7.3	289
tt0017999	3.6	6
tt0018007	6.7	21
tt0018008	6.0	27
tt0018011	6.2	19
tt0018012	6.5	24
tt0018013	5.8	36
tt0018014	6.7	264
tt0018016	6.3	286
tt0018017	6.6	16
tt0018018	6.2	18
tt0018022	7.3	14
tt0018024	5.3	15
tt0018028	1.8	31
tt0018030	5.0	9
tt0018032	5.7	17
tt0018033	7.2	3474
tt0018036	6.2	22
tt0018037	6.4	10840
tt0018038	5.4	33
tt0018043	5.7	27
tt0018044	5.4	10
tt0018045	7.0	337
tt0018046	5.6	17
tt0018049	6.9	13
tt0018050	5.7	7
tt0018051	7.6	4733
tt0018054	7.4	2342
tt0018055	5.2	23
tt0018056	5.0	10
tt0018061	6.1	60
tt0018062	6.6	48
tt0018063	6.0	6
tt0018064	7.1	69
tt0018066	7.3	1825
tt0018074	4.8	26
tt0018080	5.8	63
tt0018081	6.2	21
tt0018082	7.2	15
tt0018083	6.7	1121
tt0018087	7.2	860
tt0018089	5.5	14
tt0018092	5.8	25
tt0018097	6.6	1447
tt0018099	5.2	19
tt0018102	6.3	568
tt0018105	6.1	34
tt0018106	6.4	585
tt0018107	6.9	1138
tt0018113	6.3	826
tt0018118	6.3	68
tt0018119	6.6	312
tt0018122	5.3	10
tt0018124	6.4	26
tt0018127	7.6	13
tt0018128	6.0	13
tt0018129	4.6	58
tt0018137	7.5	14
tt0018138	6.1	393
tt0018142	6.4	41
tt0018143	6.2	32
tt0018150	6.1	336
tt0018153	5.5	13
tt0018156	4.6	19
tt0018159	5.4	41
tt0018160	4.9	12
tt0018164	5.6	19
tt0018166	6.8	530
tt0018170	6.2	68
tt0018172	7.6	59
tt0018173	6.7	13
tt0018178	7.1	23
tt0018179	6.4	702
tt0018183	7.4	929
tt0018184	6.2	28
tt0018187	7.0	140
tt0018190	7.2	241
tt0018192	8.2	8422
tt0018194	5.3	24
tt0018196	5.9	33
tt0018197	6.7	52
tt0018199	6.2	132
tt0018200	3.6	9
tt0018203	6.9	73
tt0018204	6.4	90
tt0018207	6.1	77
tt0018208	6.5	102
tt0018210	6.1	41
tt0018211	7.2	45
tt0018212	6.0	247
tt0018213	5.9	314
tt0018214	7.1	18
tt0018217	7.4	8306
tt0018218	6.4	403
tt0018226	7.0	9
tt0018229	6.6	8
tt0018233	6.9	31
tt0018235	6.8	177
tt0018236	5.8	20
tt0018243	5.8	34
tt0018245	5.5	148
tt0018246	6.4	342
tt0018247	6.3	161
tt0018251	5.4	11
tt0018253	6.1	578
tt0018258	5.5	26
tt0018259	7.0	20
tt0018260	4.9	11
tt0018262	6.9	22
tt0018264	4.0	14
tt0018266	7.4	24
tt0018268	6.3	147
tt0018269	6.4	38
tt0018272	6.3	23
tt0018278	5.8	73
tt0018280	5.9	8
tt0018285	6.2	14
tt0018290	5.8	76
tt0018294	6.6	982
tt0018295	6.4	57
tt0018297	6.6	790
tt0018299	7.2	35
tt0018301	6.8	18
tt0018311	6.8	1496
tt0018312	5.8	36
tt0018313	5.7	23
tt0018318	5.0	23
tt0018319	5.8	61
tt0018320	4.5	21
tt0018324	6.4	19
tt0018325	5.0	11
tt0018328	6.1	3860
tt0018329	5.1	17
tt0018332	6.8	27
tt0018335	7.4	11
tt0018336	6.7	35
tt0018339	5.3	9
tt0018345	6.7	33
tt0018346	3.4	45
tt0018348	6.0	9
tt0018350	6.7	92
tt0018351	7.0	248
tt0018356	6.7	589
tt0018362	6.2	443
tt0018368	6.8	831
tt0018371	7.1	269
tt0018372	6.5	27
tt0018373	6.6	9
tt0018375	5.6	95
tt0018377	8.0	8
tt0018378	7.0	16
tt0018379	7.6	4010
tt0018381	6.6	32
tt0018382	6.3	26
tt0018383	7.0	11
tt0018386	6.3	20
tt0018388	6.1	101
tt0018389	5.5	199
tt0018392	7.2	464
tt0018393	4.1	24
tt0018394	6.6	138
tt0018396	6.1	101
tt0018397	6.9	674
tt0018398	6.0	20
tt0018399	1.7	21
tt0018400	5.6	17
tt0018404	4.4	14
tt0018406	4.8	22
tt0018410	6.9	132
tt0018413	5.6	507
tt0018419	5.5	56
tt0018423	4.5	15
tt0018426	5.7	20
tt0018429	5.9	77
tt0018433	6.4	61
tt0018435	7.2	10
tt0018438	6.4	14
tt0018440	6.4	1029
tt0018443	6.9	22
tt0018446	6.5	146
tt0018450	6.9	11
tt0018451	7.6	1616
tt0018452	6.2	651
tt0018453	6.5	179
tt0018455	8.1	53131
tt0018457	5.9	62
tt0018460	5.5	20
tt0018464	5.2	220
tt0018465	2.6	192
tt0018469	5.5	10
tt0018470	5.4	16
tt0018471	7.1	1610
tt0018475	6.5	19
tt0018477	6.0	11
tt0018478	6.5	69
tt0018479	4.5	19
tt0018480	4.8	28
tt0018484	6.2	146
tt0018486	1.9	16
tt0018487	6.0	495
tt0018489	5.5	22
tt0018491	6.8	8
tt0018500	7.0	214
tt0018501	5.6	40
tt0018503	6.3	57
tt0018505	7.3	1304
tt0018507	6.1	42
tt0018508	6.4	81
tt0018509	6.4	587
tt0018511	5.0	9
tt0018512	6.7	14
tt0018513	5.7	672
tt0018515	6.7	1099
tt0018516	5.1	22
tt0018519	6.2	50
tt0018523	6.9	918
tt0018524	6.8	486
tt0018525	2.5	187
tt0018526	7.5	3370
tt0018528	7.7	8784
tt0018530	6.2	339
tt0018531	6.4	16
tt0018533	6.7	61
tt0018537	6.5	32
tt0018538	5.4	32
tt0018540	4.0	10
tt0018543	6.9	55
tt0018548	6.5	21
tt0018549	5.0	19
tt0018552	7.2	87
tt0018553	7.4	8
tt0018561	8.1	17
tt0018565	6.5	12
tt0018566	7.0	396
tt0018571	6.5	99
tt0018573	6.0	534
tt0018575	5.1	14
tt0018578	7.6	14098
tt0018579	4.4	209
tt0018583	6.2	673
tt0018584	7.1	120
tt0018588	6.6	287
tt0018592	6.8	15
tt0018594	7.2	12
tt0018595	6.2	12
tt0018600	6.1	160
tt0018601	6.9	105
tt0018606	6.6	59
tt0018607	6.8	88
tt0018608	1.0	14
tt0018611	6.0	60
tt0018613	5.4	57
tt0018615	7.1	419
tt0018617	5.2	33
tt0018618	6.2	1175
tt0018619	6.2	28
tt0018620	6.6	11
tt0018621	6.7	52
tt0018622	6.9	27
tt0018624	4.9	28
tt0018625	6.0	12
tt0018628	6.2	135
tt0018630	4.9	21
tt0018631	4.2	9
tt0018633	7.7	94
tt0018634	5.9	21
tt0018638	7.0	39
tt0018639	5.4	22
tt0018640	7.2	18
tt0018642	5.9	26
tt0018646	7.5	46
tt0018647	5.5	36
tt0018651	4.6	48
tt0018652	5.7	68
tt0018654	5.7	56
tt0018656	5.4	17
tt0018660	6.1	92
tt0018662	5.5	14
tt0018666	5.4	85
tt0018671	5.2	21
tt0018673	7.4	104
tt0018674	7.0	118
tt0018675	6.2	813
tt0018678	6.5	509
tt0018679	5.9	24
tt0018681	6.4	63
tt0018684	7.4	1273
tt0018686	6.3	71
tt0018688	6.4	63
tt0018689	6.1	79
tt0018692	4.3	22
tt0018696	7.8	16
tt0018697	6.9	92
tt0018698	5.9	30
tt0018699	3.4	19
tt0018700	7.1	15
tt0018709	5.0	15
tt0018710	6.0	77
tt0018712	6.7	60
tt0018713	6.9	14
tt0018714	5.4	37
tt0018715	7.1	17
tt0018716	6.0	19
tt0018718	5.2	24
tt0018721	6.0	252
tt0018722	5.7	156
tt0018725	7.0	17
tt0018727	6.2	19
tt0018728	6.8	507
tt0018729	7.9	32
tt0018733	6.7	66
tt0018736	5.0	10
tt0018737	7.8	11578
tt0018738	6.8	8
tt0018739	6.5	138
tt0018740	5.7	22
tt0018742	8.0	12797
tt0018743	5.9	45
tt0018744	5.3	156
tt0018746	4.3	19
tt0018748	5.3	44
tt0018749	6.6	874
tt0018750	6.0	49
tt0018751	6.6	25
tt0018752	5.3	19
tt0018753	6.8	16
tt0018756	5.4	2571
tt0018758	6.0	14
tt0018761	6.0	126
tt0018770	7.3	4376
tt0018771	8.0	39
tt0018772	3.7	17
tt0018773	8.1	35472
tt0018791	7.4	93
tt0018792	6.2	50
tt0018795	6.8	707
tt0018797	6.6	28
tt0018804	7.2	26
tt0018806	8.1	8943
tt0018808	5.0	39
tt0018811	7.0	51
tt0018813	6.8	21
tt0018816	6.6	41
tt0018817	7.9	19
tt0018818	6.6	32
tt0018821	4.4	14
tt0018822	5.0	22
tt0018825	7.7	32
tt0018826	6.9	219
tt0018829	6.3	11
tt0018831	5.2	21
tt0018835	6.9	18
tt0018836	7.0	475
tt0018839	7.5	4906
tt0018841	7.2	713
tt0018844	6.9	78
tt0018846	6.3	121
tt0018849	7.2	19
tt0018850	2.2	191
tt0018851	6.6	70
tt0018853	6.0	14
tt0018854	5.6	94
tt0018856	6.5	21
tt0018859	5.9	18
tt0018860	6.3	754
tt0018862	7.0	170
tt0018867	5.6	39
tt0018869	6.1	26
tt0018870	6.5	25
tt0018873	6.8	1413
tt0018876	5.8	3048
tt0018879	6.0	222
tt0018880	5.3	19
tt0018881	6.5	54
tt0018882	6.9	217
tt0018885	5.8	52
tt0018888	6.5	29
tt0018890	7.2	1335
tt0018891	7.2	72
tt0018892	6.2	37
tt0018893	8.1	62
tt0018896	6.8	30
tt0018903	6.7	23
tt0018906	7.4	33
tt0018907	7.1	258
tt0018908	7.0	331
tt0018909	7.2	889
tt0018910	4.5	407
tt0018913	5.5	211
tt0018920	5.6	95
tt0018925	6.5	1003
tt0018926	7.3	22
tt0018927	6.8	487
tt0018930	6.5	18
tt0018935	6.6	304
tt0018936	7.7	17
tt0018937	6.6	795
tt0018945	5.8	143
tt0018955	5.9	21
tt0018958	7.3	9
tt0018960	5.2	20
tt0018961	6.2	10
tt0018962	5.2	14
tt0018963	5.4	13
tt0018966	6.9	17
tt0018967	5.2	15
tt0018968	4.9	13
tt0018970	6.6	883
tt0018971	6.3	43
tt0018972	6.6	544
tt0018973	7.4	24
tt0018974	6.4	22
tt0018975	7.0	16
tt0018976	7.0	23
tt0018978	5.5	19
tt0018979	2.6	24
tt0018987	5.5	28
tt0018990	6.9	213
tt0018993	7.2	53
tt0018996	6.1	190
tt0018997	5.0	19
tt0018998	5.6	28
tt0019004	7.6	14
tt0019005	5.9	62
tt0019009	5.7	32
tt0019010	5.5	21
tt0019013	5.9	28
tt0019014	4.1	32
tt0019019	5.3	8
tt0019022	7.6	21
tt0019026	6.7	42
tt0019032	7.0	9
tt0019033	6.2	95
tt0019034	6.3	16
tt0019035	6.2	149
tt0019041	6.8	12
tt0019043	7.0	444
tt0019045	5.7	28
tt0019049	8.0	12
tt0019050	7.1	57
tt0019051	6.5	24
tt0019053	5.8	18
tt0019056	7.0	17
tt0019057	6.2	38
tt0019058	6.2	8
tt0019060	7.2	60
tt0019061	6.8	82
tt0019062	6.9	46
tt0019064	7.0	37
tt0019067	6.9	532
tt0019070	5.7	34
tt0019071	8.0	4382
tt0019072	8.2	13
tt0019074	7.5	2105
tt0019077	1.9	183
tt0019079	6.7	1064
tt0019080	6.2	71
tt0019083	5.0	15
tt0019085	6.3	43
tt0019096	5.7	908
tt0019098	6.6	722
tt0019101	4.9	14
tt0019102	8.0	12
tt0019103	7.2	12
tt0019109	7.8	2498
tt0019110	7.2	49
tt0019117	5.8	70
tt0019125	6.0	43
tt0019127	7.1	238
tt0019130	7.6	7780
tt0019131	6.7	25
tt0019132	4.8	28
tt0019136	7.4	35
tt0019137	5.0	13
tt0019141	6.7	12
tt0019144	5.9	30
tt0019146	6.1	16
tt0019150	7.7	78
tt0019151	6.9	611
tt0019152	6.8	391
tt0019153	5.0	7
tt0019154	6.0	33
tt0019155	6.5	33
tt0019159	6.2	62
tt0019163	6.1	36
tt0019165	5.8	31
tt0019172	7.0	16
tt0019175	6.8	39
tt0019178	7.8	28
tt0019179	5.3	31
tt0019182	5.5	180
tt0019183	5.5	116
tt0019184	7.3	15
tt0019186	6.6	273
tt0019193	7.5	30
tt0019194	6.3	37
tt0019195	7.2	1442
tt0019198	7.0	15
tt0019200	4.1	83
tt0019203	3.3	42
tt0019205	6.2	22
tt0019209	5.4	29
tt0019211	5.8	68
tt0019217	6.7	81
tt0019219	6.3	19
tt0019220	5.5	42
tt0019221	5.7	37
tt0019225	6.9	362
tt0019226	7.2	33
tt0019227	6.4	297
tt0019228	7.6	11
tt0019229	6.2	32
tt0019231	6.1	36
tt0019233	6.4	22
tt0019236	7.7	18
tt0019237	6.7	1925
tt0019241	5.7	216
tt0019242	6.9	32
tt0019245	7.1	20
tt0019248	6.3	38
tt0019249	6.5	17
tt0019250	6.2	56
tt0019252	2.3	43
tt0019253	6.8	345
tt0019254	8.1	59116
tt0019258	7.5	2737
tt0019259	7.2	18
tt0019260	8.1	14
tt0019264	4.8	17
tt0019265	6.9	19
tt0019267	7.1	1534
tt0019269	5.0	14
tt0019270	5.5	26
tt0019278	7.0	2244
tt0019282	5.7	17
tt0019283	5.7	121
tt0019286	7.0	2266
tt0019288	6.3	42
tt0019290	6.4	308
tt0019296	6.4	18
tt0019298	6.4	23
tt0019302	6.6	15
tt0019304	6.6	1489
tt0019305	6.7	162
tt0019307	5.9	25
tt0019308	7.0	27
tt0019309	5.2	22
tt0019312	6.3	156
tt0019313	6.6	71
tt0019317	5.3	20
tt0019318	7.1	11
tt0019321	8.4	22
tt0019325	6.0	243
tt0019328	5.8	237
tt0019329	6.8	14
tt0019332	6.8	69
tt0019335	4.2	225
tt0019337	5.7	160
tt0019338	6.2	39
tt0019339	6.9	53
tt0019344	7.2	2784
tt0019345	5.1	39
tt0019348	5.5	52
tt0019355	5.1	81
tt0019356	6.2	15
tt0019358	6.6	19
tt0019361	7.0	41
tt0019367	5.3	332
tt0019369	6.4	35
tt0019370	6.8	37
tt0019372	6.0	62
tt0019374	7.0	324
tt0019375	6.8	61
tt0019376	6.7	785
tt0019377	5.8	37
tt0019378	6.4	55
tt0019379	7.6	3949
tt0019380	6.9	20
tt0019381	7.2	103
tt0019385	6.5	54
tt0019388	6.3	260
tt0019391	8.0	28
tt0019395	5.1	18
tt0019397	5.8	243
tt0019398	5.8	139
tt0019399	6.3	37
tt0019400	6.3	1065
tt0019401	5.2	132
tt0019403	7.6	860
tt0019404	5.6	26
tt0019411	6.0	22
tt0019412	7.6	4157
tt0019414	6.8	58
tt0019415	7.5	3868
tt0019419	6.4	45
tt0019421	7.8	15794
tt0019422	7.5	10562
tt0019429	7.3	2513
tt0019431	7.4	30
tt0019434	6.4	302
tt0019436	6.0	20
tt0019437	5.9	108
tt0019438	3.8	7
tt0019439	6.8	12
tt0019441	6.5	42
tt0019445	5.6	210
tt0019447	6.2	53
tt0019451	6.8	493
tt0019453	5.2	77
tt0019456	7.4	64
tt0019457	6.8	6
tt0019459	6.4	19
tt0019462	6.4	288
tt0019463	7.8	21
tt0019465	6.7	810
tt0019466	7.0	456
tt0019469	6.0	60
tt0019471	6.0	42
tt0019472	3.1	25
tt0019473	5.3	30
tt0019474	3.7	49
tt0019476	6.8	24
tt0019478	7.0	35
tt0019480	6.3	273
tt0019481	7.4	14
tt0019485	6.5	54
tt0019486	6.2	100
tt0019489	7.0	435
tt0019491	7.2	63
tt0019496	3.3	30
tt0019497	7.0	14
tt0019498	6.4	285
tt0019501	7.1	34
tt0019504	7.2	1530
tt0019505	1.6	24
tt0019507	7.7	29
tt0019509	7.3	587
tt0019511	7.1	43
tt0019514	7.3	103
tt0019515	7.2	11
tt0019516	5.3	29
tt0019521	7.1	22
tt0019526	6.0	11
tt0019527	6.0	17
tt0019532	6.6	479
tt0019538	6.4	35
tt0019540	2.2	17
tt0019543	5.7	51
tt0019544	6.9	68
tt0019546	6.2	17
tt0019547	5.9	32
tt0019548	7.4	12
tt0019549	7.6	16
tt0019550	4.8	15
tt0019552	6.5	47
tt0019553	6.8	208
tt0019554	6.2	103
tt0019556	6.9	1038
tt0019557	6.1	527
tt0019558	7.4	1859
tt0019562	4.8	22
tt0019563	7.2	1921
tt0019567	6.6	34
tt0019571	6.5	255
tt0019572	5.7	47
tt0019574	6.8	938
tt0019575	5.6	23
tt0019582	4.7	23
tt0019585	8.0	7010
tt0019587	6.4	15
tt0019589	7.3	130
tt0019591	7.2	1667
tt0019596	5.6	54
tt0019598	5.6	22
tt0019599	6.5	23
tt0019600	6.3	92
tt0019601	5.9	20
tt0019603	6.8	35
tt0019607	6.6	1230
tt0019608	6.1	18
tt0019609	7.1	154
tt0019610	7.4	31
tt0019611	7.1	1136
tt0019612	7.4	12
tt0019616	6.8	418
tt0019617	6.0	19
tt0019620	6.5	23
tt0019622	5.0	18
tt0019623	7.2	27
tt0019624	7.2	26
tt0019625	5.9	35
tt0019629	6.9	257
tt0019630	5.7	910
tt0019634	6.0	21
tt0019635	4.0	15
tt0019639	3.6	18
tt0019640	6.8	935
tt0019644	7.1	1476
tt0019646	7.5	1132
tt0019649	7.1	2288
tt0019651	5.8	67
tt0019655	7.4	1662
tt0019657	6.6	50
tt0019658	5.2	274
tt0019664	6.9	22
tt0019666	6.0	22
tt0019668	4.0	18
tt0019670	6.9	744
tt0019674	4.1	48
tt0019676	6.1	19
tt0019677	6.1	484
tt0019679	5.6	48
tt0019680	5.8	35
tt0019682	6.3	66
tt0019683	5.1	18
tt0019684	4.8	538
tt0019685	5.1	40
tt0019686	6.9	1524
tt0019687	5.3	43
tt0019688	7.6	3326
tt0019689	6.3	68
tt0019690	5.4	309
tt0019692	7.5	24
tt0019693	7.4	76
tt0019696	6.6	16
tt0019699	5.6	459
tt0019701	6.4	586
tt0019702	6.9	11665
tt0019704	6.1	123
tt0019706	6.1	33
tt0019708	7.2	46
tt0019709	5.0	10
tt0019711	5.4	49
tt0019714	5.6	586
tt0019715	7.0	212
tt0019716	6.8	198
tt0019717	7.2	15
tt0019722	6.8	96
tt0019723	7.3	186
tt0019724	7.1	23
tt0019725	6.2	444
tt0019726	6.0	222
tt0019729	5.6	7799
tt0019730	5.3	20
tt0019732	5.9	21
tt0019734	6.6	90
tt0019735	6.3	1283
tt0019737	5.9	14
tt0019743	5.3	20
tt0019745	5.9	805
tt0019746	6.6	213
tt0019752	5.6	52
tt0019754	6.5	45
tt0019757	7.2	47
tt0019758	6.1	97
tt0019760	8.3	27349
tt0019765	5.6	142
tt0019766	7.2	62
tt0019767	5.6	13
tt0019771	5.8	17
tt0019774	6.3	52
tt0019775	4.8	13
tt0019776	5.4	99
tt0019777	6.8	8076
tt0019778	3.5	21
tt0019779	6.2	17
tt0019781	4.7	23
tt0019785	6.4	554
tt0019788	5.5	2282
tt0019791	7.6	21
tt0019796	6.4	529
tt0019797	5.1	113
tt0019798	6.8	346
tt0019800	5.7	157
tt0019801	5.4	58
tt0019802	6.6	127
tt0019805	5.3	34
tt0019806	6.4	49
tt0019810	5.5	64
tt0019811	6.7	1233
tt0019813	6.6	120
tt0019815	6.0	159
tt0019817	6.6	15
tt0019823	6.1	1351
tt0019824	6.2	891
tt0019825	6.6	76
tt0019830	7.6	10
tt0019831	6.0	115
tt0019832	6.9	1294
tt0019833	6.5	67
tt0019834	6.0	27
tt0019837	5.8	25
tt0019838	6.6	463
tt0019839	3.1	215
tt0019840	7.1	26
tt0019842	6.9	46
tt0019843	6.9	476
tt0019849	6.9	84
tt0019850	7.1	631
tt0019852	6.7	562
tt0019856	6.8	165
tt0019859	7.3	29
tt0019864	7.0	27
tt0019870	6.7	17
tt0019871	6.1	23
tt0019872	5.9	49
tt0019873	3.3	29
tt0019877	6.7	26
tt0019878	6.4	11
tt0019879	2.1	25
tt0019881	6.0	198
tt0019883	4.8	15
tt0019884	6.0	355
tt0019886	6.5	327
tt0019887	5.2	97
tt0019888	2.6	26
tt0019889	6.2	220
tt0019892	7.0	20
tt0019895	5.0	109
tt0019896	6.6	25
tt0019897	5.3	24
tt0019900	6.5	57
tt0019901	7.2	3779
tt0019907	5.5	27
tt0019908	6.1	22
tt0019909	7.1	171
tt0019917	5.0	63
tt0019918	6.4	49
tt0019920	6.5	109
tt0019923	5.0	21
tt0019924	6.1	16
tt0019928	5.9	48
tt0019929	5.6	139
tt0019930	5.8	42
tt0019931	7.2	62
tt0019932	4.8	65
tt0019933	5.7	774
tt0019935	7.1	794
tt0019936	7.1	207
tt0019938	7.0	31
tt0019939	6.3	140
tt0019943	6.6	44
tt0019945	5.1	191
tt0019946	6.0	980
tt0019947	7.3	17
